user_id;user_name;number_tweets;friends_count;followers_count;created_at
1224476989890924544;paquita1257;2766;223;155;"Mon Feb 03 23:37:41 +0000 2020"
119218480;Elsberth;13;87;36;"Wed Mar 03 00:47:41 +0000 2010"
91266586;Chopan_Iam;8114;1863;1058;"Fri Nov 20 04:09:31 +0000 2009"
920152598;rofaundezg;73648;4910;3982;"Fri Nov 02 01:20:05 +0000 2012"
1191607627;dhsfcusco;6710;644;2687;"Mon Feb 18 00:42:43 +0000 2013"
1380634908528410657;Lluviosafest;26;122;17;"Fri Apr 09 21:34:10 +0000 2021"
152455812;gabrielgalleg;9091;1703;491;"Sun Jun 06 01:13:20 +0000 2010"
53468019;guachacas;6036;9691;38298;"Fri Jul 03 19:00:57 +0000 2009"
257313705;Scottfj;1;237;52;"Fri Feb 25 04:38:01 +0000 2011"
65670056;Cristianmcfly;15002;1706;1287;"Fri Aug 14 16:14:37 +0000 2009"
275829715;DeZulyy;33;42;42;"Sat Apr 02 02:53:41 +0000 2011"
1257079516767440903;BombonTami;350;3353;597;"Sun May 03 22:48:19 +0000 2020"
1327083780402647041;NguyenKhacCong5;1255;1882;924;"Fri Nov 13 03:00:13 +0000 2020"
1229816915461230593;HoaRaelynn;0;2303;2312;"Tue Feb 18 17:16:27 +0000 2020"
1363290618638778368;FalopaFutbolHub;1033;179;88;"Sun Feb 21 00:53:17 +0000 2021"
834187256437026816;Xn3o1710;57094;2870;2985;"Tue Feb 21 23:45:15 +0000 2017"
1249015933617737728;ure_n8;2451;325;429;"Sat Apr 11 16:46:27 +0000 2020"
1352764668570447873;PCopuchar;25;575;20;"Fri Jan 22 23:47:01 +0000 2021"
3035873482;vivigrune;4;25;7;"Sat Feb 14 02:00:24 +0000 2015"
3095047717;Con_Confianza;2716;2029;2140;"Wed Mar 18 04:51:26 +0000 2015"
852974022;RumoresDeApple;43622;22763;30417;"Sat Sep 29 14:29:03 +0000 2012"
749736594131812352;TellJoselyn;23;86;10;"Sun Jul 03 22:48:28 +0000 2016"
134660193;timbiii;6534;1430;747;"Mon Apr 19 02:55:35 +0000 2010"
1245134132340023296;Michell02885637;1243;750;227;"Tue Mar 31 23:41:41 +0000 2020"
34990342;mariosaibo;4509;3597;1580;"Fri Apr 24 17:57:16 +0000 2009"
1027599999717269505;Publicas8;27;292;8;"Thu Aug 09 16:58:26 +0000 2018"
628862137;Sharonstefani_;3811;9671;10911;"Sat Jul 07 00:44:47 +0000 2012"
1258855000949866496;matdkrause;4;175;69;"Fri May 08 20:23:25 +0000 2020"
99783989;valeventurelli;5849;1261;398;"Sun Dec 27 21:12:03 +0000 2009"
1370469681497247746;cachupin90;2092;1372;158;"Fri Mar 12 20:20:25 +0000 2021"
2387858107;ZumbidoMusica;1663;3750;3263;"Thu Mar 13 20:36:40 +0000 2014"
1216407785522520066;PablinEstebanG;1929;574;469;"Sun Jan 12 17:13:22 +0000 2020"
3247364495;GatoDelInternet;1734;2061;30960;"Tue May 12 07:03:53 +0000 2015"
1388578183197384704;UaRichter;41;206;83;"Sat May 01 19:40:23 +0000 2021"
763140976928034817;claudiandreast;5722;2063;379;"Tue Aug 09 22:32:42 +0000 2016"
3319107357;mtoureventos;3;164;12;"Thu Jun 11 15:54:17 +0000 2015"
1087956006;_carito_miranda;13984;4682;5583;"Mon Jan 14 04:09:45 +0000 2013"
87620792;iphonesocmedia;3939;4372;8357;"Thu Nov 05 05:10:57 +0000 2009"
973782962;selene_ocares;5;27;13;"Tue Nov 27 12:14:43 +0000 2012"
584220009;MyriamBillikF;2562;339;36;"Fri May 18 20:37:47 +0000 2012"
1397371804285640706;brfs15;13;9;9;"Wed May 26 01:59:54 +0000 2021"
31854805;olgacavalli;15515;4902;4479;"Thu Apr 16 14:48:07 +0000 2009"
896797931424161792;CataAFO;15659;4994;2448;"Sun Aug 13 18:17:43 +0000 2017"
165485375;edduguzman;47759;3913;3241;"Sun Jul 11 18:14:37 +0000 2010"
555161740;machaca1969;325;420;238;"Mon Apr 16 14:22:30 +0000 2012"
1551523118;GiseBanchero;176;277;39;"Thu Jun 27 21:07:41 +0000 2013"
1071405680;TecnochileSA;17;1453;460;"Tue Jan 08 16:53:46 +0000 2013"
243319903;sofipulgvr;58177;251;404;"Wed Jan 26 19:59:24 +0000 2011"
35290230;danielperezl;42964;4905;4146;"Sat Apr 25 19:35:38 +0000 2009"
169874177;Team_Skulleez;145363;9135;8507;"Fri Jul 23 11:17:02 +0000 2010"
2649365971;Jeshuburger;18;88;10;"Tue Jul 15 22:27:31 +0000 2014"
1139201265735536640;Edith46502360;8;13;9;"Thu Jun 13 16:02:01 +0000 2019"
1100173293485723648;JorgeF_Rod;14488;12883;20405;"Mon Feb 25 23:18:48 +0000 2019"
1034630732755427329;DiegoRodSen;3633;2158;1529;"Wed Aug 29 02:36:03 +0000 2018"
930765110288814081;afxxlypxx;8080;1555;645;"Wed Nov 15 11:51:09 +0000 2017"
1244355082084327426;palestina67;483;1934;909;"Sun Mar 29 20:06:19 +0000 2020"
106765645;DrDavidHarrison;2787;3966;3873;"Wed Jan 20 16:39:13 +0000 2010"
178156168;alejandronunezn;2;107;40;"Sat Aug 14 00:59:53 +0000 2010"
100539905;ivochang;22265;5976;5756;"Wed Dec 30 16:41:29 +0000 2009"
1921524144;pen_sar;26;269;32;"Mon Sep 30 23:01:33 +0000 2013"
1347916673018441728;PutaNopxcx;3206;1773;712;"Sat Jan 09 14:42:40 +0000 2021"
702254981299228673;microcuentosOk;48;876;274;"Tue Feb 23 22:13:29 +0000 2016"
109062910;magueropv;664;861;197;"Wed Jan 27 21:29:38 +0000 2010"
193096722;HUICHOC;2463;611;288;"Mon Sep 20 23:36:59 +0000 2010"
883470772928466944;HelenaDelPilarL;736;8378;7669;"Fri Jul 07 23:40:21 +0000 2017"
976486565630431232;IsabelM92174379;0;63;7;"Wed Mar 21 15:51:54 +0000 2018"
1140755974636146688;angelita_funes;7167;2850;1561;"Mon Jun 17 22:59:53 +0000 2019"
1234773870848204801;andreaflores_s;2574;4520;3243;"Tue Mar 03 09:35:34 +0000 2020"
1331753629926223875;marce_renace;369;615;282;"Thu Nov 26 00:16:35 +0000 2020"
342844208;comercioptovara;57;235;403;"Tue Jul 26 17:31:00 +0000 2011"
3012145551;ClubDeYatesPM;131;1167;325;"Mon Feb 02 13:22:59 +0000 2015"
2382763310;CronicaAmbient;8810;4784;6733;"Mon Mar 10 22:26:22 +0000 2014"
636550243;marceladalb;8986;2011;1609;"Sun Jul 15 23:43:43 +0000 2012"
1301504257091305474;Nicol28129916;8;664;167;"Thu Sep 03 12:56:42 +0000 2020"
385253780;KamiloRFuentes;5468;1523;811;"Wed Oct 05 04:52:54 +0000 2011"
82151034;manfres;12155;1008;530;"Tue Oct 13 17:57:32 +0000 2009"
339781120;MartinezvVictor;954;2133;253;"Thu Jul 21 17:04:04 +0000 2011"
546866399;BunnyIsMyName;19;863;237;"Fri Apr 06 14:51:13 +0000 2012"
978392227855716357;TeodoroRiberaN;1066;1821;11750;"Mon Mar 26 22:04:19 +0000 2018"
4102320161;marianelayocon2;67527;1127;1081;"Tue Nov 03 05:09:08 +0000 2015"
515118812;cotejerezfuica;3387;643;305;"Mon Mar 05 05:16:16 +0000 2012"
588065391;gonzatel;8601;1886;696;"Wed May 23 03:51:55 +0000 2012"
1328755975294218240;chica_cosmika;32;1001;1082;"Tue Nov 17 17:45:19 +0000 2020"
858073384554553345;Vacareso1;0;87;7;"Fri Apr 28 21:40:11 +0000 2017"
257129477;Andreatevita;6571;2077;1234;"Thu Feb 24 20:03:35 +0000 2011"
1341529359648251916;KassandraSlave;5;3660;203;"Tue Dec 22 23:41:44 +0000 2020"
360725195;Astetef;3580;415;185;"Tue Aug 23 17:26:27 +0000 2011"
460486497;joseveliz12;15326;1567;2186;"Tue Jan 10 20:23:19 +0000 2012"
93492046;ivancamposa;2629;381;199;"Sun Nov 29 22:23:34 +0000 2009"
119213205;zorromanco;15586;4997;4439;"Wed Mar 03 00:27:42 +0000 2010"
709713165517512704;ArturoBelano201;2181;769;685;"Tue Mar 15 12:09:39 +0000 2016"
158805707;Javier_1410;52;22;31;"Wed Jun 23 18:08:02 +0000 2010"
1238483662519308288;VicariantCat;23;69;3;"Fri Mar 13 15:15:02 +0000 2020"
1339146134367989760;LetrasFrases10;808;1702;863;"Wed Dec 16 09:52:22 +0000 2020"
1046708994880880640;Whatis_research;573;4989;1213;"Mon Oct 01 10:30:46 +0000 2018"
1307787073584234496;J4uMaci;6;831;880;"Sun Sep 20 21:01:54 +0000 2020"
2261709386;dondato5;4139;2360;1370;"Wed Dec 25 17:32:11 +0000 2013"
1197302887627599873;fiorealqua;204;316;36;"Wed Nov 20 23:57:14 +0000 2019"
1185645039315292161;MaurensGabriela;68;115;7;"Sat Oct 19 19:53:18 +0000 2019"
559404111;kimemia2;39690;2442;4791;"Sat Apr 21 08:17:35 +0000 2012"
819658036050558976;NMysticQuilpue;74;4651;537;"Thu Jan 12 21:31:19 +0000 2017"
901639206233137152;__VeTe__;21804;2371;790;"Sun Aug 27 02:55:13 +0000 2017"
118088782;_JustSavic_;64502;2434;1199;"Sat Feb 27 15:22:50 +0000 2010"
3413894967;VIDCA_UACh;1000;992;1153;"Tue Aug 11 00:41:04 +0000 2015"
103115263;Coyote_65;4991;898;507;"Fri Jan 08 23:21:11 +0000 2010"
1392086145559838727;AcostaJameth;7;395;18;"Tue May 11 11:56:47 +0000 2021"
3485855955;leonardocoppol4;489;4796;4828;"Sun Aug 30 01:07:54 +0000 2015"
501340229;normalgirl26;6957;1699;1717;"Fri Feb 24 01:40:23 +0000 2012"
1319948881229189120;EricCastilloMo1;1789;1501;504;"Sat Oct 24 10:28:49 +0000 2020"
108187337;marceriosr;4114;536;189;"Mon Jan 25 03:58:45 +0000 2010"
1228379648494579717;michelledoak37;192;3851;3956;"Fri Feb 14 18:05:49 +0000 2020"
1060860482842587136;MotorcyclesJPN;2036;7182;6751;"Fri Nov 09 11:43:43 +0000 2018"
1393452178946334729;JustinOchoa__;2;52;3;"Sat May 15 06:24:45 +0000 2021"
277756297;Solangeamelia;128;150;43;"Tue Apr 05 23:56:40 +0000 2011"
105954490;Osorninoo;35767;1965;1882;"Mon Jan 18 01:48:40 +0000 2010"
106479009;Xavier_con_X_;6729;10973;10020;"Tue Jan 19 18:00:40 +0000 2010"
722495955510104066;LapidMarta;431;546;63;"Tue Apr 19 18:43:53 +0000 2016"
1222258004101423104;CCorpusmed;50;116;6;"Tue Jan 28 20:40:22 +0000 2020"
1244588756159664137;FRAN87204830;25;427;29;"Mon Mar 30 11:34:43 +0000 2020"
1135595407331987456;Sandrat29142493;0;10;1;"Mon Jun 03 17:13:38 +0000 2019"
1658536302;aguasaltiplano;13935;5611;11742;"Fri Aug 09 20:36:12 +0000 2013"
2407378099;acerero65;11660;4422;3115;"Sun Mar 23 16:23:13 +0000 2014"
913102777638952964;neva_carrillo;59777;6814;7976;"Wed Sep 27 18:07:21 +0000 2017"
1900553784;maagolden;0;35;8;"Tue Sep 24 14:02:07 +0000 2013"
912313917426290688;Moniiiin29;34004;2083;5871;"Mon Sep 25 13:52:42 +0000 2017"
728968952;MauricioUribe17;6;98;7;"Tue Jul 31 18:36:51 +0000 2012"
723994488692203520;karimeabogada;4433;517;261;"Sat Apr 23 21:58:32 +0000 2016"
929918663070830592;valeesaldi;107;116;14;"Mon Nov 13 03:47:41 +0000 2017"
501083692;liz_try;14429;696;238;"Thu Feb 23 19:35:44 +0000 2012"
926430265;GuidoRamirez8;0;3;7;"Sun Nov 04 23:39:30 +0000 2012"
2986378061;elementtChile;785;864;554;"Mon Jan 19 21:16:38 +0000 2015"
1185294420926750720;AoiuNtrm;10917;1578;1866;"Fri Oct 18 20:39:53 +0000 2019"
1099862704926441473;antossanchez1;1251;329;200;"Mon Feb 25 02:44:38 +0000 2019"
3434357433;dverasan;886;344;157;"Fri Aug 21 16:54:03 +0000 2015"
881170416;jaimebautista18;282;820;90;"Sun Oct 14 23:27:04 +0000 2012"
1355230550974459904;EricEsp38712586;3;28;3;"Fri Jan 29 19:05:42 +0000 2021"
74928328;CristianLeivaS;1179;89;117;"Thu Sep 17 04:03:52 +0000 2009"
881197782;Thalroga;5896;2661;240;"Sun Oct 14 23:50:51 +0000 2012"
907280545641623552;lahoratica;1042;992;6224;"Mon Sep 11 16:31:53 +0000 2017"
2214500684;Narujodo;8809;1096;1083;"Mon Nov 25 18:34:24 +0000 2013"
827204896885719042;GermanyPol_b;605;4946;3741;"Thu Feb 02 17:19:50 +0000 2017"
1049299974;katiusca_16;11892;1073;1018;"Mon Dec 31 02:34:01 +0000 2012"
562875148;cristoseco97;183;723;276;"Wed Apr 25 13:17:30 +0000 2012"
1709985817;AmattaAndres;2305;3848;2446;"Thu Aug 29 12:54:28 +0000 2013"
1232447267480768512;CarZF2820;4394;7935;7376;"Tue Feb 25 23:28:37 +0000 2020"
362836362;bryanrocuant;1489;251;110;"Sat Aug 27 02:12:04 +0000 2011"
188098751;cgonzalezw;72;4546;2088;"Tue Sep 07 22:45:58 +0000 2010"
575839990;monito_cl;24941;3444;3423;"Thu May 10 01:47:09 +0000 2012"
1038763712;CamLeonr;650;518;109;"Thu Dec 27 04:08:06 +0000 2012"
18452444;IsaacEmerson_;98918;1666;1688;"Mon Dec 29 16:15:19 +0000 2008"
951121385505599488;AbelardFaureD;107;235;1713;"Wed Jan 10 15:59:44 +0000 2018"
1876568070;fcaherrerab;3846;187;239;"Tue Sep 17 19:16:42 +0000 2013"
910239548906639361;Alfonso83Garcia;1276;511;53;"Tue Sep 19 20:29:54 +0000 2017"
28397640;JIgnacioZP;17480;2677;2688;"Thu Apr 02 19:07:55 +0000 2009"
2462057906;Dicomere;8;868;177;"Thu Apr 24 18:47:38 +0000 2014"
3503412435;thayecita;46;119;25;"Mon Aug 31 16:22:51 +0000 2015"
1722188533;_nchoo_;69;727;151;"Mon Sep 02 12:11:49 +0000 2013"
123570683;alvherre;7007;672;962;"Tue Mar 16 14:13:36 +0000 2010"
2274091869;Metro_Textual;46516;23360;44899;"Sat Jan 11 03:30:34 +0000 2014"
1055093534888464384;irenepilarllan1;1840;340;222;"Wed Oct 24 13:47:56 +0000 2018"
1272156358754938882;Ghzal_6;64195;39863;40569;"Sun Jun 14 13:18:24 +0000 2020"
337889653;geoffroy_hr;14575;7604;10923;"Mon Jul 18 18:59:12 +0000 2011"
380400457;ElBrujo_29;26684;7650;11584;"Mon Sep 26 15:51:57 +0000 2011"
1280995042254077952;eis51705;0;1494;0;"Wed Jul 08 22:40:03 +0000 2020"
1389201025551192064;FelipeSantaAna5;7;15;2;"Mon May 03 12:52:10 +0000 2021"
1188654806757466113;clownkaramelito;15868;5695;5990;"Mon Oct 28 03:13:07 +0000 2019"
1278702759458541574;HernanBriceo17;45;1325;388;"Thu Jul 02 14:51:41 +0000 2020"
1590931603;elojociudadanoc;8956;4701;5025;"Sat Jul 13 12:27:12 +0000 2013"
1121420788119240704;lamberti_juan;957;293;47;"Thu Apr 25 14:28:45 +0000 2019"
58662851;Cony_perez;2308;1105;568;"Tue Jul 21 01:41:11 +0000 2009"
51342576;JOSESANTRE;107;1018;9;"Sat Jun 27 04:15:45 +0000 2009"
1261042127863197696;viajarsinpausa;107;915;966;"Thu May 14 21:14:14 +0000 2020"
228780924;girasolok;25944;1442;1398;"Mon Dec 20 17:18:35 +0000 2010"
118477138;dsnetchile;546;412;112;"Sun Feb 28 20:27:14 +0000 2010"
1326425297672138754;noelia22207301;420;1438;141;"Wed Nov 11 07:23:59 +0000 2020"
40753142;claudiomendez;124472;1825;2931;"Sun May 17 22:40:17 +0000 2009"
1208440720568111104;JosePinochet4;3971;1015;972;"Sat Dec 21 17:35:06 +0000 2019"
430401354;visibles;364;5761;14715;"Wed Dec 07 03:52:35 +0000 2011"
168961402;jorge_ptm_chile;23627;7645;7218;"Wed Jul 21 05:34:59 +0000 2010"
171590346;LadyOna07;51;52;15;"Tue Jul 27 18:15:02 +0000 2010"
468891333;marisolHLl;1847;602;68;"Fri Jan 20 01:05:08 +0000 2012"
701976100294041606;KikeEspinoza7;583;575;95;"Tue Feb 23 03:45:19 +0000 2016"
278152231;lcumian;38;989;604;"Wed Apr 06 18:21:52 +0000 2011"
1314549533272137728;chileescena;72;2709;668;"Fri Oct 09 12:54:01 +0000 2020"
911838334925852673;Javiera7o7;1;55;0;"Sun Sep 24 06:22:54 +0000 2017"
347616877;LaIpis_;14883;970;1545;"Wed Aug 03 02:33:38 +0000 2011"
856233808479125504;JonnyCarrasco1;6;82;19;"Sun Apr 23 19:50:22 +0000 2017"
1201495811823194113;f_pti1;53472;16862;25729;"Mon Dec 02 13:38:31 +0000 2019"
3669558436;renee_clau;15;112;7;"Wed Sep 16 00:58:07 +0000 2015"
20553892;IgualdadAnimal;19819;23993;108558;"Tue Feb 10 22:41:57 +0000 2009"
2225944400;AudiosCL;72;112;114;"Mon Dec 02 03:00:07 +0000 2013"
1299719634195750912;RenzoPerezSoto1;4195;1937;1066;"Sat Aug 29 14:44:54 +0000 2020"
1315363538;davorjord;5594;8136;7470;"Fri Mar 29 22:42:20 +0000 2013"
2469718525;vagarrido60;0;59;10;"Tue Apr 29 18:30:10 +0000 2014"
3659960363;Jjairo92John;1462;1987;68;"Tue Sep 15 03:56:44 +0000 2015"
117212294;LU15_Eduardo;3806;3947;1787;"Wed Feb 24 22:20:19 +0000 2010"
497942425;RedBiobio;133551;13966;41277;"Mon Feb 20 14:39:51 +0000 2012"
110975714;Aleabogado;10919;1929;1527;"Wed Feb 03 11:57:13 +0000 2010"
264581115;CarlottaCamaggi;578;1129;433;"Sat Mar 12 03:58:28 +0000 2011"
1148431350422233089;Hombredeluz19;246;777;42;"Tue Jul 09 03:19:05 +0000 2019"
961000557073879040;utopia_filos;354;1428;2157;"Tue Feb 06 22:16:02 +0000 2018"
552077764;VolantinaPaz;3917;3879;2184;"Thu Apr 12 18:41:50 +0000 2012"
1292027870;SoyFena;467;362;152;"Sat Mar 23 17:28:55 +0000 2013"
1256626643998826497;IgorOs6;7555;4883;3258;"Sat May 02 16:49:58 +0000 2020"
1294330327314370560;RChDerComparado;253;771;1672;"Fri Aug 14 17:49:46 +0000 2020"
2448512834;polita_polin;7817;2824;1281;"Thu Apr 17 02:08:39 +0000 2014"
1385353389547167749;AnglicaUrrea5;4;8;1;"Thu Apr 22 22:03:51 +0000 2021"
797206283342544896;Alejandrampu;121;191;18;"Fri Nov 11 22:36:04 +0000 2016"
1266094135;CWValdes;94069;9216;10419;"Thu Mar 14 03:35:54 +0000 2013"
114818592;verotejeira;3528;580;570;"Tue Feb 16 18:17:13 +0000 2010"
1248797280053805057;JohnRiv71415828;219;408;157;"Sat Apr 11 02:17:48 +0000 2020"
2275070336;DustyEcoffey;81;95;11;"Fri Jan 03 20:46:20 +0000 2014"
468410351;fndchile;1175;1691;1285;"Thu Jan 19 14:21:29 +0000 2012"
337155593;Noaquita;16954;3762;2590;"Sun Jul 17 15:09:26 +0000 2011"
2756812282;7410e06ab59e4c7;0;7;2;"Sun Aug 31 06:11:25 +0000 2014"
82778883;traficohatillo;17838;5371;12180;"Fri Oct 16 02:42:17 +0000 2009"
1242093448523481089;nesbet87;180;131;46;"Mon Mar 23 14:18:57 +0000 2020"
24954740;lorecarus;1879;854;753;"Tue Mar 17 21:06:25 +0000 2009"
104597867;trophon85;4736;1185;817;"Wed Jan 13 20:35:43 +0000 2010"
1357797609298145287;Andrea92215078;0;163;6;"Fri Feb 05 21:06:06 +0000 2021"
1249722401132285952;cd_patin;9;59;26;"Mon Apr 13 15:33:44 +0000 2020"
434554110;LetrasBreves;6657;88752;172839;"Mon Dec 12 00:58:43 +0000 2011"
1262809612098637825;IndianIref;2186;1674;1782;"Tue May 19 18:17:46 +0000 2020"
228509208;caaamiila4;389;291;76;"Sun Dec 19 23:01:39 +0000 2010"
456348951;BoletinPueblo;3018;2295;2225;"Fri Jan 06 04:34:15 +0000 2012"
3127981619;MeeelinaBelmar;2065;509;212;"Mon Mar 30 01:08:57 +0000 2015"
2966848857;miittsuki;59324;1141;2080;"Wed Jan 07 23:10:27 +0000 2015"
1147298562516164610;vamosar09864799;8955;4957;283;"Sat Jul 06 00:17:47 +0000 2019"
958467883545350144;hugoanfonso;18;78;1;"Tue Jan 30 22:32:05 +0000 2018"
1236172593327214592;Elgranfurro1;651;239;55;"Sat Mar 07 06:11:40 +0000 2020"
1196881700426526720;Pablolocutor2;2;96;10;"Tue Nov 19 20:03:39 +0000 2019"
1004858015017783302;EstebanVielma_;354;480;402;"Thu Jun 07 22:49:54 +0000 2018"
132755280;rodrigotoro_t;8707;2204;1049;"Wed Apr 14 03:00:52 +0000 2010"
2766699057;cinacio06;24646;19405;57221;"Wed Sep 10 23:05:05 +0000 2014"
106735116;notsag13;36900;3011;2858;"Wed Jan 20 14:48:25 +0000 2010"
1352366101640970244;Jorge70024165;0;49;1;"Thu Jan 21 21:23:10 +0000 2021"
543865068;Estoesvidaradio;5799;914;1188;"Mon Apr 02 22:28:13 +0000 2012"
1357359060056739840;NFiable;20;941;129;"Thu Feb 04 16:04:51 +0000 2021"
109378482;nicol_77;14066;2685;2056;"Thu Jan 28 21:29:28 +0000 2010"
1864532245;CoillaJose;5;115;28;"Sat Sep 14 17:45:57 +0000 2013"
815941383869661184;MirkoVelasz;54;104;8;"Mon Jan 02 15:22:40 +0000 2017"
3339901942;ildecasama;5344;195;121;"Sun Jun 21 21:03:15 +0000 2015"
1288671204;Bbraamm;37;263;70;"Fri Mar 22 13:23:27 +0000 2013"
4834371881;rahimov_rustem;0;168;1;"Fri Jan 22 06:10:59 +0000 2016"
822560526446235650;Norteweb1;2486;1016;555;"Fri Jan 20 21:44:46 +0000 2017"
1363033795755147264;aniaczark;14;37;36;"Sat Feb 20 07:52:46 +0000 2021"
1377978531435585541;BESTGADGET4;184;639;260;"Fri Apr 02 13:39:20 +0000 2021"
105142312;ElyRangi;5696;1780;1787;"Fri Jan 15 13:44:07 +0000 2010"
118781777;LionecElOtta;1860;486;47;"Mon Mar 01 18:47:32 +0000 2010"
1211028725183049728;JavieraToledo_V;944;785;1290;"Sat Dec 28 20:58:54 +0000 2019"
1192134140335919105;gabriel79642021;2622;4999;3524;"Wed Nov 06 17:38:49 +0000 2019"
2369745146;lisseth_PascalB;205;1853;644;"Mon Mar 03 03:08:22 +0000 2014"
979897692766855169;RAbarca1;2455;1118;398;"Sat Mar 31 01:46:30 +0000 2018"
329095710;Wil_tinho;15;18;2;"Mon Jul 04 14:50:56 +0000 2011"
3082942179;DiamantesDelSur;52957;1350;1301;"Tue Mar 10 01:58:06 +0000 2015"
109024178;natalita1979;13;1925;186;"Wed Jan 27 18:49:36 +0000 2010"
1269400834774896642;ForoRios;582;813;100;"Sat Jun 06 22:48:56 +0000 2020"
1208755899646521346;2019Diciembre;4445;4587;4060;"Sun Dec 22 14:27:37 +0000 2019"
1248810031572758532;Gotadelluvia8;52;34;26;"Sat Apr 11 03:08:15 +0000 2020"
1323503838;Hmk324;199;83;9;"Wed Apr 03 00:10:54 +0000 2013"
293854609;atorresc25;615;364;169;"Fri May 06 03:01:35 +0000 2011"
1484981328;JuanSantibaez2;0;755;26;"Wed Jun 05 13:18:54 +0000 2013"
3406967447;ZeLuis99;201;178;60;"Fri Aug 07 09:09:45 +0000 2015"
940399621;aoacostag;8760;3501;3214;"Sun Nov 11 02:22:57 +0000 2012"
1336884623993921536;cmcdonofficial;46;4963;361;"Thu Dec 10 04:06:21 +0000 2020"
717168050;titin20000;12438;2375;1084;"Thu Jul 26 01:50:55 +0000 2012"
733651386257313792;exi2762;0;78;11;"Fri May 20 13:31:35 +0000 2016"
12878322;barranda_;62966;4053;4455;"Wed Jan 30 17:35:57 +0000 2008"
1331735273890263041;ademirvillarro4;45;3754;100;"Wed Nov 25 23:03:45 +0000 2020"
454609892;StichTamitoSnow;50529;4200;3270;"Wed Jan 04 05:32:35 +0000 2012"
1344480462945853442;famz1947;5289;176;142;"Thu Dec 31 03:09:29 +0000 2020"
1245414090341789697;gordoescritor;6758;4701;1547;"Wed Apr 01 18:14:12 +0000 2020"
119246941;miciudadela;206156;3318;3276;"Wed Mar 03 02:41:43 +0000 2010"
1302783790251749377;ModestoSaavedr5;1703;473;227;"Mon Sep 07 01:41:10 +0000 2020"
72192304;Lisandro_81;25716;1049;498;"Mon Sep 07 03:17:56 +0000 2009"
1023748469662666753;thecaracolito;2205;269;83;"Mon Jul 30 01:53:50 +0000 2018"
395452266;rodolfoamilcar;3;71;17;"Fri Oct 21 17:44:19 +0000 2011"
1320504219439407105;AbelReloaded2;3049;1232;1380;"Sun Oct 25 23:15:27 +0000 2020"
55434196;yoselain_divain;5258;1123;470;"Fri Jul 10 01:52:51 +0000 2009"
1359566502119280643;UsuarioRaiz;4514;1403;791;"Wed Feb 10 18:15:28 +0000 2021"
554479527;borjabesa;84;282;180;"Sun Apr 15 14:47:58 +0000 2012"
3187670591;MarceloOetting1;389;171;71;"Mon Apr 20 17:05:13 +0000 2015"
2425147512;SUPER_BOLSONARO;9481;4882;1216;"Thu Apr 03 06:23:48 +0000 2014"
750365013769150469;miguel_seade;0;89;8;"Tue Jul 05 16:25:35 +0000 2016"
2454010965;NestorNorambuen;50;151;17;"Wed Apr 02 04:10:32 +0000 2014"
113528650;Lapflo;1234;398;404;"Fri Feb 12 03:08:11 +0000 2010"
859508787778113536;VetCeba;2004;317;504;"Tue May 02 20:43:58 +0000 2017"
1283136029130723329;Cecilia59667306;6;25;6;"Tue Jul 14 20:27:38 +0000 2020"
3637764016;TelOsHoOwTV;6;113;18;"Sun Sep 13 02:54:30 +0000 2015"
1628360570;mneiraza;6436;1483;1444;"Sun Jul 28 17:28:53 +0000 2013"
1033847741896634374;tokialejo;6028;896;386;"Sun Aug 26 22:44:44 +0000 2018"
140154871;maidarcruz;200;301;91;"Tue May 04 18:58:45 +0000 2010"
937411581159378947;Baldosantos6;1;80;1;"Sun Dec 03 20:01:52 +0000 2017"
157999598;MILTONDIAZB;103635;9041;8373;"Mon Jun 21 13:38:48 +0000 2010"
127351764;romerowalter;50604;1206;2786;"Sun Mar 28 23:00:44 +0000 2010"
1323602093333241865;clubcirculorojo;3;174;56;"Tue Nov 03 12:25:24 +0000 2020"
260793493;cloncomilla;1072;4362;2833;"Fri Mar 04 16:23:32 +0000 2011"
3308929319;AguilaRaguila1;1;253;33;"Fri Jun 05 04:14:45 +0000 2015"
41138255;SoyLoretoSD;15472;3042;3776;"Tue May 19 15:32:21 +0000 2009"
1275874165074079746;JoseStu41880694;4;641;184;"Wed Jun 24 19:31:33 +0000 2020"
2241193130;MangelMuoz;6722;3823;3035;"Wed Dec 11 18:36:11 +0000 2013"
1303149085030076416;revistadiversas;67;16;21;"Tue Sep 08 01:52:17 +0000 2020"
123120591;RafaFernandezM;1279;199;76;"Mon Mar 15 02:20:22 +0000 2010"
579949478;Artedef;101;288;53;"Mon May 14 15:01:01 +0000 2012"
105788564;mauricioquicav;11739;2307;671;"Sun Jan 17 13:44:49 +0000 2010"
243232311;almaritmica1;1422;2285;2320;"Wed Jan 26 16:07:10 +0000 2011"
2954157317;albert_inost;1;89;21;"Thu Jan 01 02:52:27 +0000 2015"
312810509;sergio20Abd;249;434;59;"Tue Jun 07 18:11:04 +0000 2011"
318489488;MitchHarris666;10048;5743;5602;"Thu Jun 16 15:32:07 +0000 2011"
746861900324020224;JDBolasTristes;6004;1152;692;"Sun Jun 26 00:25:27 +0000 2016"
1271185053884825602;Enrique37760393;2324;5002;1385;"Thu Jun 11 20:58:50 +0000 2020"
854653746;sanvic1987;4623;2555;2326;"Sun Sep 30 12:50:15 +0000 2012"
